title,authors,price,currency,thumbnail,rating,ratingcount
"¿ éÊ¦µÀI?¿€?ÀIÒ½£¤ÀIÉÏ¡ãÀI?ÀI?¿ ?¤½¿ ?ÀI?¿ ?¿ ?Ö@êË€?""ÀI?¿ ?¿ ?¤²¿ ?¿ éÊ¤¯¿ ?¿ ?¿ ?", ôb‚m?¹·²èÏU? ×Iœê?Ä¼ºöÖœ? ÀI?¿ Èõ?¿ ?¿ ?,1430,JPY,http://books.google.com/books/content?id=UKFbDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,N/A,N/A
